"","X6.I.consider.myself.a.tech.savvy..well.informed.about.or.proficient.in.the.use.of.modern.technology..especially.computers.","X7.I.have.an.understanding.of.the.basic.computational.principles.of.artificial.intelligence..AI.","X8.I.am.comfortable.with.the.nomenclature.related.to.artificial.intelligence","X9.I.have.an.understanding.of.the.limitations.of.artificial.intelligence","X10.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Were.you.already.aware.of.these.topics.in.radiology..","X11.Deep.Learning..and..Artificial.Intelligence..are.currently.being.broadly.discussed.in.the.radiological.community...Do.you.personally.have.a.basic.understanding.of.the.technologies.used.in.these.topics..","X13.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.is.a.class.of.machine.learning.algorithms.that.use.multiple.layers.of.neural.networks..","X14.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.methods.learn.directly.from.data..without.the.need.for.manual.feature.extraction..","X15.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Application.of.deep.learning.in.radiology.requires.large.databases.of.labeled.medical.images..","X16.The.following.questions.test.your.understanding.of.deep.learning..a.subtype.of.artificial.intelligence....Deep.learning.systems.are.often.opaque..it.can.be.difficult.to.delineate.the.underlying..thought.process...","X17.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.radiology.","X18.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.revolutionize.medicine.in.general.","X19.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human.radiologist.will.be.replaced.in.the.foreseeable.future.","X20.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.human..non.interventional..physician.will.be.replaced.in.the.foreseeable.future.","X21.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...In.the.foreseeable.future..all.physicians.will.be.replaced.","X22.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.frighten.me.","X23.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.radiology.more.exciting.to.me.","X24.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...These.developments.make.medicine.in.general.more.exciting.to.me.","X25.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.never.make.the.human.physician.expendable.","X26.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...The.impact.of.artificial.intelligence.alone.will.reduce.the.number.of.radiologists.that.are.needed..","X27.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.radiology.","X28.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...Artificial.intelligence.will.improve.medicine.in.general.","X29.Feelings.and.attitudes.towards.artificial.intelligence.and.deep.learning.in.medicine.and.radiology...I.am.less.likely.to.consider.a.career.in.radiology..given.the.advancement.of.AI.","X30.Which.of.these.specialties.do.you.think.will.be.impacted.the.earliest.and.most.","X31.All.medical.students.should.receive.teaching.in.artificial.intelligence","X32.Teaching.in.artificial.intelligence.will.be.beneficial.for.my.career","X33.At.the.end.of.my.medical.degree..I.will.be.confident.in.using.basic.healthcare.AI.tools.if.required","X34.At.the.end.of.my.medical.degree..I.will.have.a.better.understanding.of.the.methods.used.to.assess.healthcare.AI.algorithm.performance","X35.Overall..at.the.end.of.my.medical.degree..I.feel.I.will.possess.the.knowledge.needed.to.work.with.AI.in.routine.clinical.practice","X36.Would.you.consider.using.the.following.clinical.workflow..Patients..clinical.images.undergo.artificial.intelligence.analysis..A.specialist.subsequently.reviews.both.the.image.and.the.artificial.intelligence.findings.","X37.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.detection.of.pathologies.in.imaging.exams.","X38.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.diagnosis.in.imaging.exams.","X39.What.potential.applications.for.AI.in.radiology.do.you.see...Automated.indication.of.appropriate.imaging.exams."
"387","1","9","1","9","1","0","1","9","1","9","1","1","0","0","0","1","9","1","9","0","1","1","9","9","0","1","9","1","9","1","1","1","1"
"388","9","9","0","1","0","1","1","0","1","1","1","9","0","9","0","0","1","9","1","1","1","9","0","9","0","0","1","1","1","1","1","1","1"
"389","1","0","0","0","1","0","9","9","9","9","1","9","0","0","0","1","1","1","1","9","1","9","9","9","1","1","1","1","1","1","1","0","1"
"390","9","0","0","0","0","0","9","1","1","9","1","1","9","9","9","0","1","1","9","1","1","1","0","9","0","1","0","0","0","9","1","9","1"
"391","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","1","1","1","9","9","1","1","9","9","9","1","9","1","9"
"392","9","0","9","9","1","0","1","9","1","9","1","1","0","9","0","9","1","1","9","1","1","1","1","9","1","1","9","9","0","9","1","0","1"
"393","9","9","0","9","1","0","9","1","1","9","9","0","0","0","0","1","0","0","1","9","9","0","1","9","9","9","9","9","1","9","1","0","9"
"394","1","0","0","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","0","0","0","9","1","1","1","1"
"395","1","0","0","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","0","1","1","0","9","1","1","1","0","0","1","1","1","1"
"396","0","0","0","0","0","0","9","9","9","9","1","1","9","1","9","1","1","1","1","1","1","1","1","9","0","9","1","9","9","1","1","1","1"
"397","1","9","9","1","0","0","9","9","9","9","1","1","0","0","0","1","1","1","0","1","1","1","9","9","9","1","9","9","9","1","9","0","1"
"398","0","0","0","0","0","0","9","9","9","9","1","1","0","0","0","1","1","1","1","1","1","1","0","9","1","1","0","0","0","9","9","9","9"
"399","1","1","1","9","1","1","9","0","1","1","1","1","0","0","0","1","1","1","9","9","1","1","9","9","1","9","9","1","1","9","1","9","0"
"400","9","0","1","9","0","0","9","9","9","9","1","1","1","1","0","0","1","9","1","9","1","1","9","9","1","1","1","1","9","1","1","9","9"
"401","1","9","0","1","1","1","9","9","1","1","1","1","0","0","0","0","1","1","1","9","1","1","0","9","1","1","0","0","0","1","1","0","9"
"402","1","9","1","1","1","1","0","1","1","0","9","0","1","0","0","0","1","0","0","9","0","0","1","9","9","9","1","1","9","9","9","9","0"
"403","9","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","9","1","1","1"
"404","1","1","1","9","1","1","1","0","1","9","1","1","0","0","0","0","1","1","0","9","1","1","1","9","1","9","9","0","0","1","1","1","1"
"405","1","9","1","1","1","1","1","9","1","1","1","1","0","0","0","0","1","1","1","9","0","0","9","9","1","1","9","1","9","1","9","9","9"
"406","1","9","0","0","0","1","1","0","1","9","1","1","9","9","9","1","9","1","9","1","1","1","9","9","1","1","9","9","1","1","1","1","1"
"407","1","9","9","1","0","0","1","0","1","9","1","1","9","0","0","9","1","1","9","0","1","1","1","9","1","9","9","1","1","1","1","1","9"
"408","9","0","9","0","0","0","1","0","1","1","1","1","1","1","1","1","9","9","9","1","1","1","9","9","0","0","0","0","0","0","1","1","1"
"409","1","1","1","1","0","0","1","1","1","9","1","1","9","9","9","9","1","1","9","1","1","1","1","9","1","1","0","0","9","1","1","1","1"
"410","0","0","0","0","0","0","9","9","9","9","9","0","0","0","0","1","0","0","1","9","1","1","9","9","1","1","0","0","0","1","9","0","1"
"411","1","9","9","9","0","0","9","9","9","9","1","1","9","9","9","9","9","1","1","9","1","1","1","9","1","1","1","1","1","1","1","1","1"
"412","1","9","1","9","0","0","9","0","0","0","1","1","9","9","1","9","1","9","1","1","1","1","1","9","9","1","1","1","1","9","1","1","9"
"413","1","1","1","1","0","0","1","9","9","9","1","1","1","1","1","0","1","1","1","0","1","1","1","9","1","1","1","1","1","0","9","9","9"
"414","1","1","1","9","1","0","9","9","1","9","1","1","0","0","0","9","1","1","1","1","1","1","9","9","1","9","9","9","9","1","9","9","9"
"415","1","1","9","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","9","9","1","1","1","1","1","1"
"416","9","9","9","9","0","0","9","9","9","9","9","9","9","9","9","9","9","0","1","9","0","1","0","9","1","1","9","1","1","9","9","0","0"
"417","0","0","9","0","1","0","1","9","1","1","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","1","9","1","1","1","1","1"
"418","9","9","9","1","0","0","1","0","1","9","1","1","9","9","0","0","1","1","9","1","1","1","1","9","9","9","1","1","9","9","1","0","9"
"419","1","9","0","9","1","1","1","0","1","9","1","1","9","1","1","9","1","1","1","9","1","1","1","9","1","1","9","1","1","0","1","9","9"
"420","9","0","1","9","0","0","9","9","1","9","1","1","9","1","9","9","1","1","1","1","1","1","1","9","1","1","1","9","9","1","1","1","1"
"421","9","9","9","9","1","0","1","9","1","9","1","1","1","1","0","9","9","1","0","9","1","1","9","9","0","1","1","1","1","0","1","9","1"
"422","1","1","1","9","0","0","9","1","1","9","1","1","9","0","9","1","1","1","0","1","1","1","9","9","1","1","1","1","1","1","1","1","1"
"423","1","0","0","0","0","0","9","0","1","9","1","1","9","1","0","0","1","1","0","9","1","1","9","9","9","9","9","1","1","1","1","1","1"
"424","0","0","9","9","1","0","9","9","9","9","9","1","0","0","0","1","9","1","9","9","1","1","9","9","1","1","9","9","1","9","1","1","9"
"425","1","9","9","1","1","0","1","0","1","0","1","1","1","9","1","9","1","1","1","9","1","1","0","9","1","0","0","1","9","1","1","1","1"
"426","1","9","1","0","1","0","1","0","1","1","1","1","0","0","0","0","1","1","1","0","1","1","9","9","1","1","1","1","1","1","9","1","9"
"427","9","1","9","1","1","0","0","0","9","9","9","1","9","9","9","9","1","1","0","9","9","1","0","9","1","1","1","9","1","0","9","9","1"
"428","9","1","9","0","0","0","9","9","1","9","1","9","0","0","0","1","9","0","9","0","1","1","9","9","1","1","9","9","9","1","9","9","9"
"429","1","1","1","1","1","1","1","9","1","1","1","1","9","9","9","9","1","1","1","1","1","1","9","9","1","1","9","9","9","1","1","9","9"
"430","1","9","1","1","0","0","1","0","1","1","1","1","0","9","0","0","1","1","1","1","0","1","1","9","1","1","1","1","1","1","1","1","1"
"431","0","0","0","0","0","0","9","9","9","9","1","1","9","9","0","0","1","1","1","1","1","1","9","9","1","1","1","1","9","1","1","1","1"
"432","9","0","0","0","0","0","9","9","9","9","1","1","9","9","0","0","9","1","0","1","1","1","9","9","1","1","1","1","1","1","0","9","1"
"433","9","9","9","0","0","0","9","9","9","9","1","1","0","0","0","9","1","1","1","0","9","1","9","9","1","1","9","9","9","1","1","1","1"
"434","9","1","1","9","1","1","1","1","1","9","1","1","1","9","0","0","9","9","0","0","1","1","0","9","1","1","1","1","1","1","1","1","1"
"435","9","1","1","1","1","0","1","0","1","9","1","1","9","0","9","0","9","1","1","9","1","1","9","9","1","1","9","9","1","1","1","0","1"
"436","1","0","9","9","1","1","1","0","1","0","1","1","9","9","0","9","0","9","1","1","9","1","1","9","9","1","1","1","9","1","1","1","9"
"437","1","1","9","9","1","1","1","9","1","1","1","1","0","0","0","0","1","1","1","1","1","1","1","9","1","1","9","0","0","1","1","1","9"
"438","0","0","0","0","1","0","9","9","9","9","1","9","9","9","0","0","1","1","1","9","1","1","0","9","0","9","0","0","0","1","1","9","1"
"439","1","0","0","1","1","0","1","9","1","1","1","1","0","0","0","1","1","1","1","1","1","1","1","9","0","1","9","1","1","1","1","1","1"
"440","1","9","9","9","0","0","9","9","9","9","1","1","0","0","0","9","9","9","9","1","1","1","9","9","9","9","9","9","9","9","1","1","1"
"441","9","0","9","1","0","0","1","0","1","9","1","1","9","9","9","0","1","1","1","9","1","1","9","9","1","1","1","1","1","1","9","1","1"
"442","1","1","1","1","1","1","1","0","1","1","1","1","1","9","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"443","1","0","9","0","0","0","9","9","9","9","1","9","9","0","0","9","9","9","1","1","1","1","9","9","9","9","9","9","9","1","1","9","9"
"444","1","1","1","1","0","0","1","1","9","9","1","1","0","0","0","9","1","1","1","1","1","1","9","9","1","9","0","0","9","1","1","9","1"
"445","1","9","0","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","9","9","1","1"
"446","9","9","9","9","0","0","9","9","9","9","9","0","0","0","0","0","1","1","1","1","1","1","1","9","1","1","1","1","9","1","1","0","0"
"447","1","9","1","9","0","0","9","9","9","9","1","9","0","0","0","0","9","9","9","9","1","1","0","9","1","1","1","1","9","1","9","9","9"
"448","1","9","9","9","0","0","9","9","9","9","1","1","9","9","0","1","1","1","1","9","9","1","9","9","1","1","1","1","0","1","1","1","1"
"449","1","0","0","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","0","0","1","1","1","9","1","1","1","1","1","1","1","1","1"
"450","1","0","9","9","0","0","9","9","9","9","1","1","0","0","0","0","1","9","9","1","1","1","9","9","0","9","9","9","9","9","1","1","1"
"451","1","1","1","1","1","1","1","1","9","1","1","1","1","9","9","9","9","9","1","1","1","1","1","9","0","0","9","9","9","9","1","1","1"
"452","9","0","9","1","0","0","9","9","9","9","1","9","0","0","0","0","1","9","1","0","1","1","0","9","0","1","1","0","9","0","0","0","0"
"453","9","1","1","1","1","1","1","0","1","1","9","9","0","0","0","0","1","1","0","1","1","1","1","9","1","1","9","9","1","1","1","1","1"
"454","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"455","1","0","0","0","0","0","9","9","9","9","9","1","9","9","9","1","9","1","9","1","1","1","1","9","1","1","0","0","0","1","1","1","1"
"456","1","1","1","1","1","0","9","1","1","0","1","0","0","0","0","0","1","1","1","1","1","1","9","9","1","1","9","0","1","1","1","1","1"
"457","1","0","0","0","0","0","9","9","9","9","1","1","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","9","1","1","1","1","1"
"458","9","0","0","0","0","1","1","0","9","9","1","1","0","0","0","0","9","9","1","9","1","1","0","9","0","1","9","9","9","9","1","9","9"
"459","9","0","9","9","0","1","0","0","0","0","1","1","9","9","9","0","0","0","9","1","1","1","9","9","0","9","9","1","1","1","1","1","1"
"460","1","9","9","9","1","0","1","1","1","1","1","1","0","0","0","0","1","1","9","0","1","1","9","9","1","1","9","9","9","1","9","9","9"
"461","1","9","9","9","0","0","1","0","1","1","1","1","1","1","9","9","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","1","1"
"462","9","1","1","1","1","1","1","1","1","1","1","1","1","0","0","0","0","1","9","1","1","1","1","9","1","9","0","1","9","1","1","1","1"
"463","0","0","0","0","1","0","9","9","9","9","1","1","9","0","0","9","9","9","9","9","1","1","9","9","9","1","0","0","0","1","1","0","1"
"464","9","0","0","0","0","0","9","9","9","9","1","1","0","0","0","0","9","9","1","1","1","1","9","9","1","1","9","0","0","1","1","1","1"
"465","9","9","9","9","1","1","1","0","1","9","1","1","0","0","0","0","1","1","9","0","1","1","9","9","9","1","9","1","1","1","0","9","1"
"466","9","1","1","1","0","0","9","9","9","9","1","1","1","1","0","9","1","1","1","1","1","1","9","9","9","9","1","9","9","1","1","1","1"
"467","0","1","0","0","1","0","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","9","9","9","0","0","9","1","9","1"
"468","0","1","1","0","0","1","1","0","1","9","1","9","1","0","1","0","1","0","1","1","0","1","9","9","0","9","0","1","0","1","1","1","9"
"469","9","9","1","1","0","1","0","1","1","9","1","1","9","9","9","1","9","1","0","9","1","1","1","9","9","0","9","9","9","1","1","1","1"
"470","9","0","1","1","0","0","9","1","1","9","1","1","1","0","0","0","1","1","1","1","1","1","0","9","1","9","1","0","9","1","1","1","9"
"471","1","1","1","9","0","1","1","1","9","9","1","1","9","9","1","9","1","1","9","1","1","1","9","9","1","1","1","1","9","9","9","1","1"
"472","1","9","1","9","1","1","1","0","9","9","1","0","0","0","0","1","9","1","1","9","1","1","9","9","9","9","1","1","9","9","1","0","1"
"473","0","0","1","0","0","0","1","0","1","1","1","1","1","1","0","0","1","1","1","0","1","1","1","9","9","9","9","9","9","1","0","1","0"
"474","9","9","9","9","1","1","0","1","0","9","1","1","9","1","1","1","9","1","1","1","9","1","1","9","9","9","1","1","1","0","1","1","9"
"475","1","1","9","1","1","1","1","1","9","1","1","1","0","0","0","0","1","1","9","0","1","1","9","9","1","1","1","1","1","0","1","1","1"
"476","9","1","1","9","0","0","9","9","1","1","1","1","0","9","0","0","1","1","1","9","1","1","0","9","1","1","9","1","1","1","9","9","9"
"477","1","1","1","1","1","0","9","0","1","1","1","1","9","1","1","9","1","9","1","1","1","1","9","9","1","9","0","1","0","0","1","9","0"
"478","9","9","0","0","0","0","1","1","9","1","9","1","9","0","0","1","9","1","1","9","1","1","1","9","1","1","9","9","0","1","1","0","0"
"479","0","0","0","9","0","0","9","9","9","9","1","1","9","9","0","9","9","1","1","1","1","1","9","9","0","0","0","0","0","9","1","1","1"
"480","9","9","1","0","1","1","1","1","1","0","1","1","1","9","0","9","1","0","0","9","1","1","1","9","9","1","0","9","9","1","9","1","1"
"481","1","1","9","0","1","1","9","0","1","1","1","1","1","0","0","1","9","1","0","1","1","1","9","9","1","1","1","1","1","1","9","1","1"
"482","1","1","9","1","1","1","1","1","1","9","1","1","0","0","0","0","1","1","9","9","1","1","0","9","1","1","1","1","1","1","1","0","0"
"483","9","0","1","1","0","0","1","9","1","9","1","1","0","0","0","0","1","1","9","9","1","1","9","9","1","1","9","9","9","1","1","1","1"
"484","1","1","1","1","0","1","9","1","9","1","1","1","1","1","1","9","9","1","1","1","1","1","9","9","1","1","1","1","1","1","1","9","1"
"485","1","0","0","0","1","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","9","9","9"
"486","1","1","9","1","1","1","1","0","1","0","1","1","0","0","0","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"487","1","1","9","1","0","0","1","9","1","9","1","1","1","9","0","0","1","1","1","9","1","1","0","9","1","1","1","1","1","1","1","0","1"
"488","1","9","9","0","1","1","1","0","1","9","1","1","1","1","9","0","9","1","1","1","1","1","1","9","9","1","1","1","1","1","1","1","0"
"489","1","9","9","1","0","1","1","1","1","0","1","1","0","0","0","9","1","1","1","1","1","1","1","9","1","1","9","9","9","1","1","1","9"
"490","9","9","1","1","1","0","1","9","0","0","1","1","0","0","0","0","1","1","9","9","1","1","0","9","9","9","1","1","9","1","1","1","9"
"491","1","0","0","0","0","0","9","9","1","9","1","1","1","9","9","0","1","1","9","9","1","1","9","9","1","1","1","1","1","1","1","1","1"
"492","1","9","1","9","0","0","9","9","9","9","1","1","1","9","0","9","9","1","1","1","1","1","0","9","1","9","0","9","9","1","1","1","1"
"493","9","9","0","0","0","0","1","9","9","9","1","1","0","0","0","0","1","1","9","0","1","1","0","9","1","1","1","9","1","1","9","9","9"
"494","1","9","1","9","0","0","9","9","9","9","0","1","0","0","0","9","9","9","1","9","9","1","9","9","9","1","9","9","0","1","9","0","9"
"495","1","1","9","9","0","1","1","0","1","1","1","1","0","0","0","0","1","9","1","0","1","1","0","9","1","1","9","1","1","1","1","9","1"
"496","1","0","0","0","1","0","1","1","1","1","1","1","9","1","9","9","9","9","9","1","1","1","1","9","9","1","1","1","1","1","1","0","1"
"497","9","0","0","0","1","0","1","0","1","9","1","1","9","9","9","9","1","1","9","1","1","1","9","9","1","1","1","9","1","1","1","9","1"
"498","9","9","0","0","0","0","1","9","1","0","1","1","1","9","9","0","1","1","9","9","1","1","9","9","1","1","0","9","0","1","1","1","1"
"499","9","9","9","9","0","1","9","9","9","9","1","1","0","0","0","0","1","1","1","9","1","1","1","9","1","1","9","1","1","1","1","0","0"
"500","1","1","1","9","0","0","9","9","1","9","1","1","1","1","9","1","9","9","0","0","1","1","9","9","1","1","9","9","9","1","1","9","9"
"501","1","9","1","9","0","0","9","1","9","9","1","9","0","0","0","0","1","1","1","1","1","1","9","9","1","9","9","1","9","9","9","1","1"
"502","9","0","1","0","0","0","0","1","1","0","1","1","1","1","9","9","1","1","9","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"503","0","0","1","1","0","0","9","9","1","0","1","1","1","1","0","0","1","1","0","0","1","1","0","9","0","0","0","0","0","1","1","1","1"
"504","9","0","9","9","0","0","9","0","1","0","1","1","0","0","0","0","1","1","1","9","9","9","9","9","1","1","1","1","1","0","9","0","1"
"505","0","0","0","0","0","0","9","9","9","9","9","1","0","0","0","9","9","9","9","0","0","9","0","9","1","1","0","9","0","9","1","1","9"
"506","1","9","0","1","1","0","1","1","1","1","1","1","0","0","0","0","1","1","0","1","1","1","9","9","1","1","1","9","1","1","1","0","1"
"507","0","1","9","9","0","0","9","9","9","9","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","9","9","9","1","1","9","1"
"508","9","9","9","9","0","0","0","1","9","1","1","1","9","0","1","1","9","0","1","1","9","0","1","9","9","0","1","0","9","9","1","9","1"
"509","1","0","0","9","0","0","9","9","9","9","1","1","9","0","0","0","1","1","9","1","1","1","1","9","1","1","1","1","1","1","9","9","9"
"510","9","0","1","1","1","0","1","1","0","1","1","1","9","9","9","0","1","1","0","1","1","1","0","9","1","1","1","1","0","1","1","1","1"
"511","9","9","1","1","0","0","1","1","1","1","9","9","0","0","0","0","9","9","1","1","9","1","9","9","0","9","1","9","9","1","1","1","9"
"512","1","1","1","1","1","1","1","0","9","1","9","1","1","1","1","1","9","9","1","1","1","1","1","9","1","1","1","9","0","1","9","1","9"
"513","9","0","0","0","0","0","9","9","9","9","1","1","1","1","0","1","1","0","9","1","1","1","9","9","1","1","0","0","0","1","9","1","1"
"514","1","9","1","1","1","0","9","1","1","9","1","1","1","0","0","0","0","1","1","9","1","1","1","9","1","1","1","9","1","1","0","1","1"
"515","9","9","9","9","0","0","9","9","9","9","1","1","0","0","0","9","1","1","9","9","1","1","9","9","1","1","9","9","9","1","0","0","9"
"516","1","1","9","1","1","0","1","9","1","9","1","1","0","0","0","0","1","1","1","1","1","1","0","9","1","1","9","9","9","1","1","1","1"
"517","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","1"
"518","9","9","9","9","1","1","1","1","1","1","1","1","9","1","1","9","1","1","1","1","9","1","1","9","1","9","1","9","1","1","1","9","1"
"519","0","9","9","1","0","0","9","9","1","1","1","1","0","0","0","0","0","0","1","0","1","1","1","9","1","1","1","1","1","1","1","9","1"
"520","9","0","1","0","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","9","0","9","1"
"521","1","9","9","9","1","0","9","1","0","0","9","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","1","9","1","1","9"
"522","9","1","1","9","0","0","0","9","9","0","1","9","9","9","9","9","9","9","9","9","9","9","9","9","1","1","1","1","9","1","9","9","9"
"523","1","9","0","1","1","1","1","0","1","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","9","1","1","1","1","1","1","1"
"524","0","0","0","0","0","0","1","1","1","1","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9","9"
"525","9","0","0","0","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","9","1","1","1"
"526","0","0","0","0","0","0","9","9","9","9","1","1","9","9","9","0","1","1","9","1","1","1","9","9","1","1","9","9","9","1","1","1","1"
"527","1","1","1","1","0","1","0","1","1","9","1","1","9","9","0","0","1","1","1","0","1","1","1","9","1","1","1","1","1","1","1","1","1"
"528","0","9","9","1","0","0","9","1","1","9","1","1","9","9","9","9","1","1","9","1","1","1","9","9","9","1","9","0","0","1","1","9","1"
"529","0","0","9","1","0","0","1","0","9","9","9","1","0","0","0","9","1","1","0","9","1","1","1","9","0","9","9","0","0","1","1","9","9"
"530","1","1","1","1","1","0","1","1","0","0","0","1","0","1","1","1","1","1","1","1","1","1","1","9","9","9","9","1","9","0","1","1","1"
"531","1","9","0","0","1","1","1","1","1","9","1","1","9","0","0","1","1","1","0","9","1","9","0","9","1","1","0","1","1","1","1","0","1"
"532","0","9","9","0","0","0","9","9","1","9","1","1","9","0","0","1","9","0","1","9","1","1","1","9","1","1","1","1","1","0","1","9","1"
"533","1","1","1","1","1","1","0","0","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","1","1","1","1","1","1","1","9"
"534","1","1","1","9","0","1","9","9","9","9","1","1","9","9","0","0","1","1","1","9","1","1","0","9","1","9","9","9","0","1","1","0","9"
"535","1","0","9","9","0","0","9","1","1","1","1","9","0","0","0","1","9","9","1","9","1","9","9","9","9","9","0","0","0","9","1","9","9"
"536","1","1","1","1","0","1","1","0","1","1","1","0","9","0","0","0","1","1","1","1","1","1","9","9","1","1","1","0","0","1","1","1","1"
"537","0","0","0","0","0","0","1","9","9","9","1","1","0","0","0","1","1","9","0","1","9","1","9","9","9","0","0","0","0","9","1","1","1"
"538","9","1","0","9","0","0","9","9","9","9","0","1","0","0","0","1","0","0","9","9","9","1","0","9","0","9","1","1","9","1","0","0","1"
"539","9","0","1","1","1","0","9","9","9","9","1","1","1","1","0","0","1","1","1","1","1","1","1","9","1","1","9","1","1","9","1","1","1"
"540","0","9","1","0","0","1","9","9","1","9","9","0","9","0","0","9","1","1","1","1","1","1","9","9","1","1","9","1","9","1","1","1","1"
"541","1","9","1","1","1","0","1","1","1","9","1","1","9","0","0","9","1","1","0","1","1","1","0","9","1","1","9","9","9","1","1","1","1"
"542","9","0","1","0","0","0","9","9","9","9","9","1","0","9","0","1","0","0","1","9","9","0","1","9","9","9","0","0","0","1","1","0","9"
"543","1","0","0","0","0","0","9","9","1","0","1","1","0","9","0","0","9","9","9","1","1","1","1","9","1","9","0","0","0","1","1","1","9"
"544","1","9","1","1","0","0","1","1","0","1","1","1","9","9","0","1","1","1","0","1","1","1","1","9","1","9","1","1","1","9","9","1","1"
"545","0","0","0","0","0","0","9","0","1","9","1","1","9","1","9","1","9","0","0","1","9","1","0","9","1","9","1","9","0","0","1","0","1"
"546","0","9","0","0","1","1","1","0","9","0","1","1","1","1","1","1","1","1","1","1","1","1","1","9","1","9","1","9","1","9","1","1","1"
"547","9","9","9","0","0","0","9","9","9","9","1","1","9","9","9","9","1","1","9","9","1","1","9","9","1","1","1","9","0","1","9","0","0"
"548","1","9","0","0","0","0","1","0","1","9","1","1","9","9","0","9","1","1","9","0","1","1","0","9","1","1","9","9","9","1","1","1","1"
"549","0","0","1","1","1","1","1","0","1","1","1","1","0","0","0","0","1","1","1","0","1","1","0","9","1","1","0","0","0","1","1","0","0"
"550","1","1","1","1","1","0","1","9","1","1","1","1","0","0","0","0","9","1","1","0","1","1","9","9","1","9","1","9","1","9","1","1","1"
"551","9","0","0","0","1","0","9","9","9","9","1","1","0","0","0","0","1","1","9","1","1","1","9","9","1","1","1","0","9","1","1","0","1"
"552","9","1","9","9","1","0","0","0","1","1","1","1","1","1","1","1","9","9","9","1","1","1","1","9","1","1","0","0","1","9","1","9","1"
"553","1","9","0","0","0","0","1","0","1","9","1","1","0","0","0","1","1","1","9","1","1","1","9","9","1","1","1","1","1","1","1","0","1"
"554","1","1","1","1","0","0","1","9","1","1","1","1","0","0","0","0","1","1","0","1","1","1","0","9","9","1","0","0","0","1","1","9","0"
"555","1","1","0","1","0","0","9","0","9","9","1","1","0","1","1","9","1","1","1","1","1","1","1","9","1","1","9","1","9","1","1","9","1"
